City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
264,beloha,-25.1667,45.05,73.69,81,18,5.53,MG,1675999241
265,kahului,20.8947,-156.47,77.02,68,40,14.97,US,1675999214
266,cabedelo,-6.9811,-34.8339,77.67,81,34,10.94,BR,1675998943
267,koson,39.0375,65.585,25.12,48,93,8.14,UZ,1675999242
268,senneterre,48.3835,-77.2328,29.5,95,100,10.11,CA,1675999242
269,contramaestre,20.2978,-76.2414,69.98,87,0,3.71,CU,1675999243
270,boca do acre,-8.7522,-67.3978,73.02,93,87,0.65,BR,1675999243
271,ambon,-3.6954,128.1814,89.74,62,40,8.05,ID,1675999244
272,sola,-13.8833,167.55,82.49,73,47,12.97,VU,1675999244
273,aripuana,-9.1667,-60.6333,71.46,99,83,2.51,BR,1675999244
274,salalah,17.0151,54.0924,75.29,27,0,13.8,OM,1675999245
275,airai,-8.9266,125.4092,66.58,82,100,4.74,TL,1675999245
276,plainview,40.7765,-73.4673,55.26,86,100,16.11,US,1675999245
277,middelburg,-25.7751,29.4648,60.98,94,100,4.74,ZA,1675999246
278,khatanga,71.9667,102.5,-48.48,99,42,4.27,RU,1675999246
279,haines junction,60.7522,-137.5108,13.95,79,100,3.44,CA,1675999247
280,hambantota,6.1241,81.1185,77.52,75,62,11.56,LK,1675999114
281,artur nogueira,-22.5731,-47.1725,73.51,89,0,2.95,BR,1675999247
282,hamina,60.5697,27.1979,33.08,96,100,23.09,FI,1675999130
283,talcahuano,-36.7167,-73.1167,65.88,72,0,10.36,CL,1675999248
284,daru,-9.0763,143.2092,79.02,85,100,9.82,PG,1675999248
285,clonakilty,51.6231,-8.8706,42.01,97,100,11.01,IE,1675999248
286,alta floresta,-9.8756,-56.0861,70.86,96,100,2.26,BR,1675999249
287,erenhot,43.6475,111.9767,27.0,60,62,14.92,CN,1675999249
288,padang,-0.9492,100.3543,82.45,75,100,3.4,ID,1675999249
289,pingzhuang,42.0372,119.2889,32.2,51,0,3.65,CN,1675999250
290,kutum,14.2,24.6667,57.65,16,98,7.52,SD,1675999250
291,litovko,49.2361,135.1742,1.31,90,100,1.77,RU,1675999251
292,mashhad,36.297,59.6062,28.54,93,100,16.11,IR,1675999160
293,nyaunglebin,17.95,96.7333,80.26,19,100,1.34,MM,1675999251
294,reguengos de monsaraz,38.4253,-7.5349,42.03,75,9,7.67,PT,1675999251
295,te anau,-45.4167,167.7167,66.04,38,37,2.21,NZ,1675999252
296,harper,4.375,-7.7169,78.89,84,41,4.92,LR,1675999252
297,lahij,13.1667,44.5833,68.13,91,0,2.13,YE,1675999252
298,aquiraz,-3.9014,-38.3911,81.18,83,100,7.58,BR,1675999253
299,maningrida,-12.0667,134.2667,87.46,68,98,5.19,AU,1675999253
300,mantua,45.1667,10.7833,25.84,66,0,5.82,IT,1675999253
301,muravlenko,63.7898,74.523,0.43,98,100,11.88,RU,1675999254
302,byron bay,-28.65,153.6167,83.71,54,1,12.68,AU,1675999124
303,kondopoga,62.2057,34.2614,28.08,89,100,11.61,RU,1675999254
304,betafo,-19.8333,46.85,58.24,94,95,4.5,MG,1675999255
305,chumikan,54.7183,135.315,-6.03,81,4,14.56,RU,1675999255
306,san juan,-31.5375,-68.5364,87.22,37,1,1.52,AR,1675998980
307,skibbereen,51.55,-9.2667,46.11,99,100,10.58,IE,1675999255
308,marsh harbour,26.5412,-77.0636,73.67,66,0,15.14,BS,1675999256
309,lebu,-37.6167,-73.65,58.93,95,3,5.39,CL,1675999256
310,wucheng,29.6008,118.175,49.42,87,100,3.65,CN,1675999256
311,salinopolis,-0.6136,-47.3561,78.03,86,23,8.41,BR,1675999257
312,sungairaya,0.7,108.9,85.68,64,71,2.95,ID,1675999257
313,saint-francois,46.4154,3.9054,20.68,93,9,3.44,FR,1675999257
314,rudiskes,54.5167,24.8333,26.1,75,98,11.61,LT,1675999258
315,kavaratti,10.5669,72.642,79.95,75,100,8.55,IN,1675999258
316,salvacion,7.9833,126.1333,80.78,79,80,4.38,PH,1675999258
317,talara,-4.5772,-81.2719,76.3,81,83,4.65,PE,1675999259
318,bom jesus do galho,-19.8289,-42.3161,68.59,93,100,2.73,BR,1675999259
319,bandar-e lengeh,26.5579,54.8807,59.11,36,0,9.22,IR,1675999259
320,mildura,-34.2,142.15,102.07,16,0,24.63,AU,1675999260
321,fortuna,40.5982,-124.1573,49.12,72,0,0.0,US,1675999260
322,nakatsu,33.5981,131.1883,47.17,96,100,11.21,JP,1675999260
323,siilinjarvi,63.0833,27.6667,32.02,86,100,12.66,FI,1675999261
324,tiznit,29.5833,-9.5,59.67,22,100,16.96,MA,1675999261
325,tibacuy,4.3511,-72.4564,81.91,53,63,6.06,CO,1675999261
326,shubarkuduk,49.1447,56.4872,1.11,98,90,6.31,KZ,1675999262
327,pacaembu,-21.5622,-51.2606,73.49,83,16,5.61,BR,1675999262
328,deputatskiy,69.3,139.9,-40.4,98,85,3.38,RU,1675999263
329,kamyzyak,46.11,48.0736,4.98,92,87,2.24,RU,1675999264
330,ouahigouya,13.5828,-2.4216,74.07,11,0,10.31,BF,1675998996
331,ericeira,38.9627,-9.4156,52.77,69,0,18.97,PT,1675999264
332,husavik,66.0449,-17.3389,21.0,70,100,13.18,IS,1675999264
333,victoria,22.2855,114.1577,72.97,87,91,3.0,HK,1675999203
334,bintulu,3.1667,113.0333,81.01,83,40,5.75,MY,1675999265
335,banda aceh,5.5577,95.3222,82.54,73,23,8.97,ID,1675999265
336,gunjur,13.2019,-16.7339,68.07,77,19,6.91,GM,1675999266
337,vilyuysk,63.7553,121.6247,-35.52,95,72,5.88,RU,1675999266
338,bolshevik,54.0065,27.5692,22.62,89,73,13.65,BY,1675999266
339,francisco sa,-16.4758,-43.4883,71.74,74,50,5.59,BR,1675999267
340,banepa,27.6298,85.5214,51.13,87,20,2.3,NP,1675999267
341,puerto leguizamo,-0.1934,-74.7819,73.98,85,91,2.91,CO,1675999267
342,longyearbyen,78.2186,15.6401,17.44,79,75,4.61,SJ,1675999268
343,sao gabriel,-30.3364,-54.32,74.57,67,70,7.14,BR,1675999268
344,opuwo,-18.0607,13.84,63.99,68,53,3.44,NA,1675999269
345,namtsy,62.7161,129.6658,-37.44,96,95,3.2,RU,1675999269
346,kaeo,-35.1,173.7833,70.39,55,100,7.85,NZ,1675999269
347,yumen,40.2833,97.2,34.41,24,3,9.01,CN,1675999270
348,san cristobal,7.7669,-72.225,68.18,95,83,1.59,VE,1675999270
349,tupik,54.4253,119.9327,-0.62,93,100,2.19,RU,1675999270
350,northam,51.0333,-4.2167,36.39,81,90,4.34,GB,1675999271
351,veraval,20.9,70.3667,71.24,56,58,8.08,IN,1675999140
352,vestmannaeyjar,63.4427,-20.2734,38.01,89,100,35.41,IS,1675999271
353,gubskaya,44.3164,40.6358,15.84,93,12,3.85,RU,1675999272
354,la crosse,43.8014,-91.2396,37.42,69,100,12.66,US,1675998981
355,inuvik,68.3499,-133.7218,-10.34,77,100,6.91,CA,1675999272
356,mingguang,32.7802,117.9638,44.69,76,100,5.5,CN,1675999273
357,thompson,55.7435,-97.8558,-9.24,84,20,2.3,CA,1675999273
358,launceston,-41.45,147.1667,80.15,49,75,11.5,AU,1675999273
359,rabat,33.9911,-6.8401,55.47,67,40,14.97,MA,1675999274
360,raudeberg,61.9875,5.1352,34.47,47,100,14.7,NO,1675999274
361,mogadishu,2.0371,45.3438,75.92,86,1,14.88,SO,1675999274
362,hohhot,40.8106,111.6522,26.89,93,75,2.24,CN,1675999275
363,beringovskiy,63.05,179.3167,-23.48,96,65,9.62,RU,1675999275
364,ascension,30.2169,-90.9001,63.0,84,0,0.0,US,1675999275
365,sao joao da barra,-21.6403,-41.0511,76.03,90,100,14.09,BR,1675999276
366,poum,-20.2333,164.0167,82.18,82,100,24.81,NC,1675999276
367,sinnamary,5.3833,-52.95,76.15,87,80,10.76,GF,1675999277
368,tumsar,21.3833,79.7333,71.46,24,9,3.85,IN,1675999277
369,tilichiki,60.4667,166.1,-11.04,86,100,13.65,RU,1675999277
370,kousseri,12.0769,15.0306,66.16,13,11,8.05,CM,1675999278
371,lishui,28.4604,119.9103,53.17,93,100,2.84,CN,1675999278
372,nabire,-3.3667,135.4833,82.0,70,98,2.48,ID,1675999278
373,verkhniy rohachyk,47.2505,34.338,21.78,74,97,1.72,UA,1675999279
374,soyo,-6.1349,12.3689,78.35,83,34,7.72,AO,1675999279
375,arvi,20.9833,78.2333,74.12,21,5,3.58,IN,1675999280
376,oranjemund,-28.55,16.4333,62.08,97,9,4.21,NA,1675999280
377,laguna,38.421,-121.4238,58.32,77,0,4.61,US,1675999178
378,morro bay,35.3658,-120.8499,60.4,75,0,1.01,US,1675999140
379,collie,-33.3667,116.15,84.69,30,0,8.97,AU,1675999281
380,nizhniy kuranakh,58.8353,125.4869,-7.1,97,97,2.24,RU,1675999281
381,azle,32.8951,-97.5459,52.02,73,0,12.66,US,1675999281
382,tevaitoa,-16.7833,-151.5,81.9,71,10,10.6,PF,1675999282
383,kenora,49.8167,-94.4337,7.77,66,0,6.91,CA,1675999282
384,tabou,4.423,-7.3528,78.76,85,6,4.79,CI,1675999282
385,bonavista,48.6499,-53.1147,18.39,74,100,23.11,CA,1675999283
386,pishva,35.308,51.7267,33.8,53,93,8.34,IR,1675999283
387,yar-sale,66.8333,70.8333,16.43,92,100,18.12,RU,1675999283
388,nedryhayliv,50.834,33.8763,19.71,93,99,6.4,UA,1675999284
389,oktyabrskoye,43.0645,44.7417,8.74,92,85,6.71,RU,1675999284
390,wanaka,-44.7,169.15,70.11,38,69,5.01,NZ,1675999284
391,komsomolskiy,40.4272,71.7189,29.12,93,100,4.61,UZ,1675999285
392,luanda,-8.8368,13.2343,77.0,83,75,4.61,AO,1675999285
393,severo-yeniseyskiy,60.3725,93.0408,-15.43,98,99,1.66,RU,1675999286
394,zanjan,36.6736,48.4787,15.49,86,40,4.61,IR,1675999286
395,madison,34.7334,-86.5667,52.48,76,0,7.0,US,1675999287
396,zabid,14.1951,43.3152,74.8,82,6,4.72,YE,1675999287
397,clyde river,70.4692,-68.5914,-28.97,75,0,8.05,CA,1675999287
398,lengshuijiang,27.6881,111.4294,47.62,84,97,2.53,CN,1675999288
399,matagami,49.7502,-77.6328,15.91,86,100,5.75,CA,1675999063
400,sabang,5.8933,95.3214,81.88,75,39,14.23,ID,1675999288
401,korla,41.7597,86.1469,31.14,53,100,0.78,CN,1675999289
402,pangkalanbuun,-2.6833,111.6167,90.34,49,51,4.76,ID,1675999289
403,aksarka,66.5606,67.7975,21.61,91,100,16.06,RU,1675999289
404,afsin,38.2477,36.914,5.09,85,30,2.21,TR,1675999290
405,katsuura,35.1333,140.3,41.02,84,100,12.57,JP,1675999290
406,wanning,18.8003,110.3967,78.51,75,69,7.72,CN,1675999290
407,san quintin,30.4833,-115.95,61.61,38,0,1.77,MX,1675999291
408,naze,28.3667,129.4833,67.12,82,100,17.36,JP,1675999291
409,baijiantan,45.6333,85.1833,27.57,71,80,16.6,CN,1675999292
410,carora,10.1755,-70.0827,71.4,82,94,8.55,VE,1675999292
411,kipushi,-11.7667,27.2333,59.07,96,91,4.81,CD,1675999292
412,ampanihy,-24.7,44.75,74.39,84,95,4.18,MG,1675999293
413,nagaur,27.2,73.7333,65.08,45,51,14.0,IN,1675999293
414,santa rosa,14.3122,121.1114,89.58,65,42,12.39,PH,1675999044
415,north bend,43.4065,-124.2243,49.91,87,100,13.8,US,1675999254
416,tesistan,20.7833,-103.4833,67.23,33,77,4.97,MX,1675999293
417,buta,2.7858,24.73,66.61,43,95,3.0,CD,1675999294
418,jiaojiang,28.6803,121.4428,54.0,81,83,10.67,CN,1675999294
419,eskil,38.4017,33.4131,12.92,100,98,2.44,TR,1675999294
420,bloomington,44.8408,-93.2983,28.72,48,75,19.57,US,1675999078
421,mount isa,-20.7333,139.5,89.37,40,6,14.97,AU,1675999295
422,panlaitan,12.1191,119.8486,82.02,68,29,5.41,PH,1675999295
423,auch,43.65,0.5833,36.25,91,22,1.28,FR,1675999295
424,indramayu,-6.3264,108.32,82.94,70,79,7.76,ID,1675999296
425,dubbo,-32.25,148.6167,82.53,47,40,8.05,AU,1675999296
426,half moon bay,37.4636,-122.4286,58.33,68,75,12.66,US,1675999296
427,mitsamiouli,-11.3847,43.2844,81.01,80,47,8.59,KM,1675999297
428,axim,4.8699,-2.2405,77.7,91,54,4.61,GH,1675999297
429,petropavlovsk-kamchatskiy,53.0452,158.6483,10.99,62,75,6.71,RU,1675999297
430,koungou,-12.7336,45.2042,80.31,89,100,11.5,YT,1675999298
431,banfora,10.6333,-4.7667,77.86,18,3,3.87,BF,1675999298
432,sapouy,11.5544,-1.7736,72.72,13,1,6.76,BF,1675999299
433,lasa,46.6166,10.7002,27.48,59,9,6.2,IT,1675999299
434,lavrentiya,65.5833,-171.0,-18.27,92,81,4.47,RU,1675999299
435,souillac,-20.5167,57.5167,79.18,78,40,6.91,MU,1675999300
436,una,20.8167,71.0333,73.15,31,78,4.88,IN,1675999300
437,maniwaki,46.3834,-75.966,32.38,100,100,2.3,CA,1675999300
438,la ronge,55.1001,-105.2842,17.85,79,75,5.75,CA,1675999301
439,pringsewu,-5.3582,104.9744,85.59,57,95,2.04,ID,1675999301
440,lucapa,-8.4192,20.7447,64.4,93,89,0.96,AO,1675999301
441,bilibino,68.0546,166.4372,-37.21,100,85,1.92,RU,1675999302
442,stromness,58.965,-3.296,42.76,89,100,15.99,GB,1675999302
443,solnechnyy,50.7214,136.6319,0.16,86,41,3.47,RU,1675999302
444,snezhnogorsk,69.1933,33.2531,33.58,89,100,13.8,RU,1675999303
445,cabadiangan,9.7531,122.4739,86.18,62,73,13.35,PH,1675999303
446,sakaiminato,35.55,133.2333,42.78,100,75,9.22,JP,1675999303
447,danjiangkou,32.5428,111.5086,43.32,69,97,5.73,CN,1675999304
448,port augusta,-32.5,137.7667,94.39,18,0,12.1,AU,1675999304
449,obihiro,42.9172,143.2044,9.81,76,100,2.04,JP,1675999304
450,nanchang,28.6833,115.8833,50.0,81,99,6.46,CN,1675999305
451,laramie,41.3114,-105.5911,13.95,78,0,4.61,US,1675999031
452,ahipara,-35.1667,173.1667,70.02,55,100,3.62,NZ,1675999305
453,muli,2.9167,73.5667,80.76,70,82,14.18,MV,1675999280
454,eureka,40.8021,-124.1637,46.92,84,2,1.01,US,1675999305
455,chapais,49.7834,-74.8492,11.98,93,100,9.51,CA,1675999306
456,burgersdorp,-30.9977,26.3286,57.4,86,100,10.4,ZA,1675999306
457,ketchikan,55.3422,-131.6461,44.58,98,100,7.45,US,1675999306
458,pandan,14.0453,124.1694,79.3,84,93,14.52,PH,1675999307
459,ramanuj ganj,23.8,83.7,68.68,21,0,4.03,IN,1675999155
460,deshnok,27.7986,73.3447,66.27,42,37,13.13,IN,1675999307
461,lamar,33.6668,-95.5836,52.36,82,20,6.91,US,1675999307
462,sigli,5.3848,95.9609,81.46,74,65,2.73,ID,1675999308
463,envira,-7.3,-70.2167,72.52,98,99,2.13,BR,1675999308
464,bembereke,10.2283,2.6634,72.32,15,2,5.5,BJ,1675999308
465,yokadouma,3.5167,15.05,64.35,39,65,1.68,CM,1675999309
466,kemijarvi,66.7131,27.4306,29.43,87,100,11.21,FI,1675999309
467,okhotsk,59.3833,143.3,-10.97,74,93,16.4,RU,1675999310
468,takoradi,4.8845,-1.7554,78.19,90,15,5.55,GH,1675999310
469,bac lieu,9.285,105.7244,82.81,65,65,16.89,VN,1675999310
470,lompoc,34.6391,-120.4579,57.69,76,0,0.0,US,1675999311
471,onguday,50.75,86.15,19.26,95,100,0.72,RU,1675999311
472,hasaki,35.7333,140.8333,38.21,80,100,17.63,JP,1675999311
473,marondera,-18.1853,31.5519,58.17,92,100,2.19,ZW,1675999312
474,hualmay,-11.0964,-77.6139,72.12,86,98,7.02,PE,1675999312
475,guerrero negro,27.9769,-114.0611,64.96,39,0,5.19,MX,1675999312
476,porto velho,-8.7619,-63.9039,73.45,94,0,0.0,BR,1675999313
477,asau,46.4333,26.4,4.28,83,2,6.6,RO,1675999313
478,cua,10.1589,-66.8858,75.09,98,100,2.77,VE,1675999313
479,tombouctou,20.0,-3.0,67.86,13,100,17.02,ML,1675999314
480,bindura,-17.3019,31.3306,63.16,96,100,1.83,ZW,1675999314
481,tolaga bay,-38.3667,178.3,66.33,56,12,10.38,NZ,1675999314
482,nacogdoches,31.6002,-94.6335,54.79,75,0,0.0,US,1675999308
483,fowa,8.9167,6.4,76.01,19,52,4.25,NG,1675999315
484,arona,28.0996,-16.681,58.39,64,75,6.91,ES,1675999315
485,barybino,55.2677,37.8933,27.64,74,100,11.18,RU,1675999315
486,ivdel,60.6911,60.4206,18.84,87,23,7.74,RU,1675999316
487,palmer,42.1584,-72.3287,52.25,93,100,0.0,US,1675999124
488,touros,-5.1989,-35.4608,79.84,80,31,12.62,BR,1675999316
489,novobirilyussy,56.9514,90.6661,-19.03,100,98,1.9,RU,1675999316
490,alamogordo,32.8995,-105.9603,37.22,48,20,16.11,US,1675999209
491,rong kwang,18.339,100.3174,80.08,42,66,2.04,TH,1675999317
492,union,40.6334,-74.2663,57.42,86,100,3.44,US,1675999317
493,matay,28.419,30.7792,48.16,48,14,8.14,EG,1675999317
494,dalnerechensk,45.9339,133.7225,13.32,81,100,3.58,RU,1675999318
495,cayenne,4.9333,-52.3333,77.04,88,75,3.44,GF,1675999318
496,sattahip,12.6664,100.9007,86.09,74,20,6.91,TH,1675999318
497,tigil,57.8,158.6667,8.37,87,33,1.74,RU,1675999319
498,emba,48.8264,58.1442,-0.45,98,54,4.85,KZ,1675999319
499,moindou,-21.6924,165.677,82.38,73,100,5.06,NC,1675999319
500,preobrazheniye,42.9019,133.9064,24.06,84,100,2.19,RU,1675999320
501,coari,-4.085,-63.1414,73.4,93,35,1.83,BR,1675999320
502,bom jesus,-9.0744,-44.3586,72.97,52,0,2.44,BR,1675999320
503,hit,33.6416,42.8251,42.58,51,99,5.82,IQ,1675999321
504,ancud,-41.8697,-73.8203,58.91,99,100,7.65,CL,1675999321
505,port macquarie,-31.4333,152.9167,82.89,59,18,12.62,AU,1675999321
506,roncesvalles,4.0108,-75.6049,51.24,88,97,2.08,CO,1675999322
507,tiarei,-17.5333,-149.3333,86.02,75,14,10.54,PF,1675999322
508,labuhan,-6.8844,112.2051,83.7,75,63,9.46,ID,1675999323
509,khorixas,-20.3667,14.9667,64.83,71,4,2.59,NA,1675999287
510,ken caryl,39.5773,-105.1169,23.81,55,88,3.0,US,1675999149
511,faya,18.3851,42.4509,50.11,78,42,1.66,SA,1675999324
512,palizada,18.25,-92.0833,72.18,90,15,3.96,MX,1675999324
513,pachino,36.7186,15.0907,52.38,92,100,36.1,IT,1675999325
514,kifri,34.6959,44.9661,39.63,68,12,8.3,IQ,1675999325
515,gamba,-2.65,10.0,78.3,86,100,3.71,GA,1675999325
516,chambery,45.5667,5.9333,33.28,87,20,2.82,FR,1675999326
517,porto santo,33.072,-16.3415,61.18,77,40,14.97,PT,1675999326
518,chicama,-7.8447,-79.1469,70.34,76,45,4.0,PE,1675999326
519,virginia,37.5481,-77.4467,67.44,74,0,13.8,US,1675999268
520,kieta,-6.2167,155.6333,85.51,67,95,5.55,PG,1675999327
521,pauini,-7.7136,-66.9764,72.54,96,100,1.7,BR,1675999327
522,kisangani,0.5167,25.2,70.45,61,89,0.69,CD,1675999328
523,florida,28.7505,-82.5001,70.83,87,40,0.0,US,1675999156
524,hofn,64.2539,-15.2082,29.89,70,100,12.86,IS,1675999328
525,the valley,18.217,-63.0578,78.1,72,0,23.35,AI,1675999279
526,miyako,39.6367,141.9525,34.29,68,100,11.88,JP,1675999329
527,yenagoa,4.9247,6.2642,77.92,90,15,2.44,NG,1675999329
528,imeni babushkina,59.7573,43.1285,26.91,88,100,10.76,RU,1675999330
